Title    : 2023_Average_Jan_hr_10_2
Version  : Emfac-HK V4.3 V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3
Run Date : 2021/12/29 11:33:34
Scen Year: 2023 -- All model years in the range 1979 to 2023 selected
Season   : Annual
Area     : Hong Kong
*****************************************************************************************
Year:,2023,, -- Model Years,,1979, to ,2023, Inclusive --,,,Annual
     Emfac-HK V4.3 Emission Factors: V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3

SAR Average,,,,,      Hong Kong,,,,,,SAR Average

,,,,Table  1:  Running Exhaust Emissions (grams/km)

Pollutant Name: Volatile Org Cpds,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
   60,   3.8663,   0.0849,   0.0000,   0.0000,   0.0848,   0.0000,   0.1091,   0.0000,   0.5086,   0.5085,   4.3769,   0.7588,   0.0000,   0.0000,   0.0685,   4.3055,   0.1206,   0.0000,   0.0000,   0.0038,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   5.2159,   2.9480,   0.0000,   0.4005,   0.0000,   0.0000,   0.1493,   0.0000,   4.0934,   0.0000,   4.8721,   1.2235,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7600,   0.2964,   0.0000,   0.0000,   0.6429,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7643,   0.1053,   0.0000,   1.1874,   0.2130,
  120,   3.5333,   0.1523,   0.0000,   0.0000,   0.1508,   0.0000,   0.2019,   0.0000,   0.9410,   0.9408,   4.0000,   0.8430,   0.0000,   0.0000,   0.0682,   3.9347,   0.1985,   0.0000,   0.0000,   0.0062,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   5.5085,   3.1134,   0.0000,   0.6221,   0.0000,   0.0000,   0.2319,   0.0000,   4.6292,   0.0000,   5.1455,   1.2927,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7039,   0.3619,   0.0000,   0.0000,   0.6175,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7078,   0.1726,   0.0000,   1.5987,   0.2570,
  180,   3.8462,   0.1354,   0.0000,   0.0000,   0.1343,   0.0000,   0.1792,   0.0000,   0.8349,   0.8348,   4.3542,   0.8387,   0.0000,   0.0000,   0.0713,   4.2832,   0.1761,   0.0000,   0.0000,   0.0055,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   5.8449,   3.3035,   0.0000,   0.5503,   0.0000,   0.0000,   0.2051,   0.0000,   4.8152,   0.0000,   5.4597,   1.3715,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7662,   0.3322,   0.0000,   0.0000,   0.6566,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7705,   0.1545,   0.0000,   1.5568,   0.2548,
  240,   4.1591,   0.1442,   0.0000,   0.0000,   0.1431,   0.0000,   0.1909,   0.0000,   0.8895,   0.8893,   4.7085,   0.8860,   0.0000,   0.0000,   0.0763,   4.6317,   0.1872,   0.0000,   0.0000,   0.0058,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   6.1706,   3.4876,   0.0000,   0.5843,   0.0000,   0.0000,   0.2178,   0.0000,   5.0899,   0.0000,   5.7639,   1.4479,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.8286,   0.3507,   0.0000,   0.0000,   0.7078,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.8332,   0.1642,   0.0000,   1.6504,   0.2727,
  300,   4.4721,   0.1529,   0.0000,   0.0000,   0.1518,   0.0000,   0.2026,   0.0000,   0.9440,   0.9438,   5.0627,   0.9320,   0.0000,   0.0000,   0.0813,   4.9801,   0.1982,   0.0000,   0.0000,   0.0062,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   6.4857,   3.6657,   0.0000,   0.6179,   0.0000,   0.0000,   0.2304,   0.0000,   5.3569,   0.0000,   6.0582,   1.5219,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.8909,   0.3686,   0.0000,   0.0000,   0.7589,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.8958,   0.1738,   0.0000,   1.7424,   0.2905,
  360,   4.7850,   0.1616,   0.0000,   0.0000,   0.1605,   0.0000,   0.2143,   0.0000,   0.9985,   0.9984,   5.4170,   0.9766,   0.0000,   0.0000,   0.0862,   5.3286,   0.2092,   0.0000,   0.0000,   0.0065,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   6.7900,   3.8377,   0.0000,   0.6512,   0.0000,   0.0000,   0.2427,   0.0000,   5.6164,   0.0000,   6.3425,   1.5933,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.9533,   0.3859,   0.0000,   0.0000,   0.8099,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.9585,   0.1834,   0.0000,   1.8329,   0.3081,
  420,   5.0979,   0.1704,   0.0000,   0.0000,   0.1691,   0.0000,   0.2260,   0.0000,   1.0531,   1.0529,   5.7712,   1.0197,   0.0000,   0.0000,   0.0910,   5.6771,   0.2201,   0.0000,   0.0000,   0.0069,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   7.0837,   4.0037,   0.0000,   0.6841,   0.0000,   0.0000,   0.2550,   0.0000,   5.8683,   0.0000,   6.6168,   1.6622,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.0156,   0.4026,   0.0000,   0.0000,   0.8607,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.0212,   0.1929,   0.0000,   1.9219,   0.3257,
  480,   5.4108,   0.1791,   0.0000,   0.0000,   0.1778,   0.0000,   0.2377,   0.0000,   1.1076,   1.1074,   6.1255,   1.0615,   0.0000,   0.0000,   0.0958,   6.0256,   0.2309,   0.0000,   0.0000,   0.0072,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   7.3667,   4.1636,   0.0000,   0.7166,   0.0000,   0.0000,   0.2671,   0.0000,   6.1126,   0.0000,   6.8812,   1.7287,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.0779,   0.4186,   0.0000,   0.0000,   0.9114,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.0839,   0.2024,   0.0000,   2.0093,   0.3431,
  540,   5.7237,   0.1878,   0.0000,   0.0000,   0.1865,   0.0000,   0.2494,   0.0000,   1.1621,   1.1619,   6.4797,   1.1018,   0.0000,   0.0000,   0.1006,   6.3740,   0.2416,   0.0000,   0.0000,   0.0075,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   7.6391,   4.3176,   0.0000,   0.7487,   0.0000,   0.0000,   0.2791,   0.0000,   6.3493,   0.0000,   7.1356,   1.7926,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.1403,   0.4341,   0.0000,   0.0000,   0.9619,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.1466,   0.2117,   0.0000,   2.0952,   0.3605,
  600,   6.0367,   0.1965,   0.0000,   0.0000,   0.1951,   0.0000,   0.2611,   0.0000,   1.2166,   1.2164,   6.8340,   1.1408,   0.0000,   0.0000,   0.1053,   6.7225,   0.2522,   0.0000,   0.0000,   0.0079,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   7.9008,   4.4655,   0.0000,   0.7805,   0.0000,   0.0000,   0.2910,   0.0000,   6.5784,   0.0000,   7.3800,   1.8540,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.2026,   0.4490,   0.0000,   0.0000,   1.0122,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.2093,   0.2210,   0.0000,   2.1795,   0.3777,
  660,   6.3496,   0.2051,   0.0000,   0.0000,   0.2037,   0.0000,   0.2728,   0.0000,   1.2712,   1.2710,   7.1882,   1.1783,   0.0000,   0.0000,   0.1099,   7.0710,   0.2628,   0.0000,   0.0000,   0.0082,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   8.1518,   4.6073,   0.0000,   0.8119,   0.0000,   0.0000,   0.3027,   0.0000,   6.8000,   0.0000,   7.6145,   1.9129,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.2650,   0.4633,   0.0000,   0.0000,   1.0624,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.2719,   0.2302,   0.0000,   2.2623,   0.3949,
  720,   6.6625,   0.2138,   0.0000,   0.0000,   0.2123,   0.0000,   0.2845,   0.0000,   1.3257,   1.3255,   7.5425,   1.2144,   0.0000,   0.0000,   0.1145,   7.4194,   0.2733,   0.0000,   0.0000,   0.0085,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   8.3921,   4.7432,   0.0000,   0.8429,   0.0000,   0.0000,   0.3142,   0.0000,   7.0139,   0.0000,   7.8390,   1.9694,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.3273,   0.4769,   0.0000,   0.0000,   1.1124,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.3346,   0.2394,   0.0000,   2.3436,   0.4119,


Pollutant Name: Carbon Monoxide,,,,Temperature: 19C,,Relative Humidity: ALL

Time,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
 min,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

    5,  31.2517,   0.3447,   0.0000,   0.0000,   0.3503,   0.0000,   0.4904,   0.0000,   0.3205,   0.3205,  34.0644,   1.8796,   0.0000,   0.0000,   0.3812,  33.6850,   0.6334,   0.0000,   0.0000,   0.0203,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   7.1320,   4.0310,   0.0000,   1.9970,   0.0000,   0.0000,   0.7444,   0.0000,   4.8717,   0.0000,   6.3012,   1.5816,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   3.0760,   0.2498,   0.0000,   0.0000,   2.3619,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   3.1146,   0.3388,   0.0000,   1.2919,   0.6701,
   10,  27.6741,   0.6824,   0.0000,   0.0000,   0.6802,   0.0000,   0.9714,   0.0000,   0.6349,   0.6349,  30.1648,   3.6873,   0.0000,   0.0000,   0.4138,  29.8288,   1.2511,   0.0000,   0.0000,   0.0390,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  13.9742,   7.8982,   0.0000,   3.9387,   0.0000,   0.0000,   1.4682,   0.0000,   9.5680,   0.0000,  12.3464,   3.0990,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.7238,   0.4894,   0.0000,   0.0000,   2.1593,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.7580,   0.6702,   0.0000,   2.5372,   0.8422,
   20,  21.3628,   1.3365,   0.0000,   0.0000,   1.3197,   0.0000,   1.9055,   0.0000,   1.2454,   1.2455,  23.2855,   7.0867,   0.0000,   0.0000,   0.4793,  23.0261,   2.4395,   0.0000,   0.0000,   0.0750,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  26.7893,  15.1412,   0.0000,   7.6560,   0.0000,   0.0000,   2.8539,   0.0000,  18.4347,   0.0000,  23.6687,   5.9411,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.1026,   0.9381,   0.0000,   0.0000,   1.8084,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.1290,   1.3107,   0.0000,   4.8882,   1.1809,
   30,  16.1767,   1.9624,   0.0000,   0.0000,   1.9319,   0.0000,   2.8024,   0.0000,   1.8315,   1.8317,  17.6326,  10.1981,   0.0000,   0.0000,   0.5451,  17.4362,   3.5654,   0.0000,   0.0000,   0.1092,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  38.4453,  21.7291,   0.0000,  11.1517,   0.0000,   0.0000,   4.1571,   0.0000,  26.6000,   0.0000,  33.9669,   8.5264,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.5922,   1.3463,   0.0000,   0.0000,   1.5301,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.6122,   1.9213,   0.0000,   7.0528,   1.5123,
   40,  12.1158,   2.5599,   0.0000,   0.0000,   2.5167,   0.0000,   3.6620,   0.0000,   2.3933,   2.3936,  13.2063,  13.0217,   0.0000,   0.0000,   0.6112,  13.0592,   4.6286,   0.0000,   0.0000,   0.1414,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  48.9421,  27.6618,   0.0000,  14.4261,   0.0000,   0.0000,   5.3777,   0.0000,  34.0640,   0.0000,  43.2410,  10.8547,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.1925,   1.7139,   0.0000,   0.0000,   1.3242,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.2075,   2.5021,   0.0000,   9.0311,   1.8364,
   50,   9.1802,   3.1291,   0.0000,   0.0000,   3.0742,   0.0000,   4.4844,   0.0000,   2.9307,   2.9311,  10.0064,  15.5573,   0.0000,   0.0000,   0.6777,   9.8950,   5.6293,   0.0000,   0.0000,   0.1718,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  58.2798,  32.9394,   0.0000,  17.4789,   0.0000,   0.0000,   6.5157,   0.0000,  40.8267,   0.0000,  51.4910,  12.9262,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.9036,   2.0409,   0.0000,   0.0000,   1.1909,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.9149,   3.0531,   0.0000,  10.8231,   2.1532,
   60,   7.3698,   3.6701,   0.0000,   0.0000,   3.6043,   0.0000,   5.2694,   0.0000,   3.4438,   3.4442,   8.0330,  17.8050,   0.0000,   0.0000,   0.7444,   7.9436,   6.5674,   0.0000,   0.0000,   0.2003,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  66.4583,  37.5619,   0.0000,  20.3104,   0.0000,   0.0000,   7.5712,   0.0000,  46.8880,   0.0000,  58.7168,  14.7408,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7254,   2.3273,   0.0000,   0.0000,   1.1301,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.7345,   3.5743,   0.0000,  12.4289,   2.4627,
  120,  21.9593,   6.0089,   0.0000,   0.0000,   5.9050,   0.0000,   8.7425,   0.0000,   5.7136,   5.7143,  23.9357,  22.4962,   0.0000,   0.0000,   1.0662,  23.6691,  10.4405,   0.0000,   0.0000,   0.3188,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  68.7053,  38.8319,   0.0000,  31.5346,   0.0000,   0.0000,  11.7552,   0.0000,  55.4957,   0.0000,  60.7021,  15.2521,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.7753,   3.1907,   0.0000,   0.0000,   2.1329,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   1.8029,   5.7901,   0.0000,  14.6868,   3.8432,
  180,  34.6975,   5.0627,   0.0000,   0.0000,   4.9814,   0.0000,   7.3785,   0.0000,   4.8222,   4.8227,  37.8202,  19.6469,   0.0000,   0.0000,   1.0852,  37.3990,   8.6689,   0.0000,   0.0000,   0.2653,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,  70.7138,  39.9671,   0.0000,  25.9008,   0.0000,   0.0000,   9.6551,   0.0000,  53.6964,   0.0000,  62.4766,  15.6917,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.8051,   2.4763,   0.0000,   0.0000,   2.7220,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   2.8488,   4.8575,   0.0000,  14.2128,   3.4947,
